inside tagger function

getting E values...
underneath|ADP=4.55504775208e-05
embracing|NOUN=8.28020203693e-06
philological|ADJ=2.74228048045e-05
self-preservation|NOUN=8.28020203693e-06
motel|NOUN=8.28020203693e-05
Love|VERB=3.34202259207e-05
Diet|NOUN=8.28020203693e-06
besieged|VERB=1.11400753069e-05
Magoun|NOUN=1.65604040739e-05
solo|VERB=1.11400753069e-05
featured|VERB=2.22801506138e-05
tornado|NOUN=8.28020203693e-06
Controls|NOUN=8.28020203693e-06
awed|VERB=2.22801506138e-05
bulging|VERB=1.11400753069e-05
morphology|NOUN=1.65604040739e-05
once|ADV=0.00621319943648
vibrating|VERB=1.11400753069e-05
Baton|NOUN=2.48406061108e-05
castle|NOUN=1.65604040739e-05
destitute|ADJ=2.74228048045e-05
priests|NOUN=1.65604040739e-05
1|NOUN=8.28020203693e-06
besmirched|VERB=1.11400753069e-05
shallow|ADJ=0.000137114024022
horses'|NOUN=1.65604040739e-05
acknowledged|VERB=7.79805271484e-05
Doctrine|NOUN=5.79614142585e-05
Verloop's|NOUN=8.28020203693e-06
retrieval|NOUN=8.28020203693e-06
representing|VERB=0.000133680903683
unmanageably|ADV=3.61232525377e-05
much|ADJ=0.0055119837657
moors|NOUN=8.28020203693e-06
Exceptions|NOUN=8.28020203693e-06
surreptitious|ADJ=2.74228048045e-05
Here's|PRT=0.000320061451799
messages|NOUN=1.65604040739e-05
2991|NUM=0.00015006002401
)|.=0.0266629123438
treasure|NOUN=8.28020203693e-06
cost|VERB=0.000155961054297
fastened|VERB=2.22801506138e-05
enrage|NOUN=8.28020203693e-06
wine|NOUN=9.93624244432e-05
viability|NOUN=8.28020203693e-06
spontaneously|ADV=0.000144493010151
pets|NOUN=1.65604040739e-05
Ferguson|NOUN=4.96812122216e-05
Practically|ADV=3.61232525377e-05
incidentally|ADV=0.000144493010151
kotowaza|X=0.00169491525424
corduroys|NOUN=8.28020203693e-06
Inspector|NOUN=4.14010101846e-05
population|NOUN=0.000604454748696
Building|VERB=1.11400753069e-05
elite|ADJ=2.74228048045e-05
bronzed|VERB=1.11400753069e-05
stalled|VERB=2.22801506138e-05
bard|NOUN=2.48406061108e-05
reversibility|NOUN=8.28020203693e-06
mite-box|NOUN=8.28020203693e-06
Mary|NOUN=0.00040572989981
master's|NOUN=8.28020203693e-06
tread|NOUN=1.65604040739e-05
Eliot|NOUN=2.48406061108e-05
Thus|ADV=0.00332333923346
arrested|VERB=2.22801506138e-05
alundum|NOUN=8.28020203693e-06
ginmill|NOUN=1.65604040739e-05
affection|NOUN=4.96812122216e-05
ripple|NOUN=3.31208081477e-05
or|CONJ=0.107317621913
Me'a|NOUN=8.28020203693e-06
earnest|ADJ=0.000137114024022
spasm|NOUN=2.48406061108e-05
Vicksburg|NOUN=8.28020203693e-06
quatrain|NOUN=8.28020203693e-06
approximate|VERB=1.11400753069e-05
once-over-lightly|NOUN=8.28020203693e-06
C'est|X=0.00338983050847
7,827|NUM=0.00015006002401
satirical|ADJ=2.74228048045e-05
mussels|NOUN=1.65604040739e-05
Mitch|NOUN=1.65604040739e-05
purple|ADJ=0.000109691219218
pityingly|ADV=3.61232525377e-05
346|NUM=0.000300120048019
dim|ADJ=0.000438764876872
appeals|NOUN=3.31208081477e-05
onto|ADP=0.000531422237743
whereof|ADV=0.000288986020301
Dazed|VERB=1.11400753069e-05
novel's|NOUN=8.28020203693e-06
paucity|NOUN=8.28020203693e-06
alley|NOUN=4.14010101846e-05
trail-worn|ADJ=2.74228048045e-05
epidermis|NOUN=8.28020203693e-06
giblet|NOUN=8.28020203693e-06
interrupted|VERB=0.000189381280217
manners|NOUN=5.79614142585e-05
Serological|ADJ=2.74228048045e-05
giddy|ADJ=2.74228048045e-05
Francie|NOUN=3.31208081477e-05
flecked|VERB=1.11400753069e-05
full|ADJ=0.00255032084682
heaved|VERB=4.45603012276e-05
fishing-boat|NOUN=8.28020203693e-06
founding|VERB=4.45603012276e-05
lashings|NOUN=8.28020203693e-06
whisperings|NOUN=8.28020203693e-06
Mough|NOUN=8.28020203693e-06
1/2|NUM=0.000450180072029
arrows|NOUN=4.96812122216e-05
fifteen-minute|ADJ=2.74228048045e-05
overpayment|NOUN=3.31208081477e-05
lit|VERB=0.000133680903683
Reed|NOUN=8.28020203693e-06
Hidden|VERB=1.11400753069e-05
plow|NOUN=4.14010101846e-05
Ramey|NOUN=0.000231845657034
cavorting|VERB=1.11400753069e-05
Solar|ADJ=2.74228048045e-05
supersonic|ADJ=5.4845609609e-05
scimitars|NOUN=8.28020203693e-06
-.50|NUM=0.00015006002401
undergoing|VERB=7.79805271484e-05
black-haired|ADJ=2.74228048045e-05
drawin'|VERB=1.11400753069e-05
billowed|VERB=1.11400753069e-05
residing|VERB=3.34202259207e-05
Prevot|NOUN=7.45218183324e-05
beings|NOUN=6.62416162954e-05
That's|PRT=0.00505697093842
cook's|NOUN=8.28020203693e-06
friction-free|ADJ=2.74228048045e-05
Either|DET=1.58318029257e-05
consanguineously|ADV=3.61232525377e-05
Person|NOUN=1.65604040739e-05
compact|ADJ=8.22684144134e-05
sprawl|NOUN=8.28020203693e-06
inaccuracy|NOUN=8.28020203693e-06
Your|DET=0.0005541131024
wiping|VERB=4.45603012276e-05
corporation's|NOUN=3.31208081477e-05
tactual|ADJ=0.000219382438436
'n'|CONJ=5.62461330784e-05
penetrating|ADJ=0.000137114024022
heat|NOUN=0.00040572989981
esterases|NOUN=1.65604040739e-05
sheepskin|NOUN=8.28020203693e-06
selectors|NOUN=8.28020203693e-06
cleaning|VERB=0.000122540828376
Greece|NOUN=3.31208081477e-05
tonsil|NOUN=1.65604040739e-05
nightmare|NOUN=4.96812122216e-05
Sintered|VERB=1.11400753069e-05
Kruger|NOUN=4.14010101846e-05
tax-avoidance|NOUN=8.28020203693e-06
pecked|VERB=2.22801506138e-05
so|ADV=0.0221435538056
caresses|NOUN=1.65604040739e-05
tragic|ADJ=0.000137114024022
brocaded|ADJ=2.74228048045e-05
deadline|NOUN=1.65604040739e-05
Toot-toot|PRT=6.40122903597e-05
on-the-spot|ADJ=2.74228048045e-05
biblical|ADJ=2.74228048045e-05
Astwood|NOUN=8.28020203693e-06
station's|NOUN=1.65604040739e-05
123|NUM=0.00015006002401
shepherd|NOUN=8.28020203693e-06
thank|VERB=0.00014482097899
agreeing|VERB=3.34202259207e-05
output-axis|NOUN=8.28020203693e-06
Party|NOUN=8.28020203693e-06
puzzle|VERB=2.22801506138e-05
mask|VERB=1.11400753069e-05
poling|VERB=2.22801506138e-05
menu|NOUN=8.28020203693e-06
inadequacies|NOUN=8.28020203693e-06
Trafton|NOUN=2.48406061108e-05
Bucks|NOUN=8.28020203693e-06
bruised|VERB=3.34202259207e-05
Jesus'|NOUN=8.28020203693e-06
Jerry|NOUN=3.31208081477e-05
identifications|NOUN=1.65604040739e-05
tultul|X=0.00677966101695
75%|NOUN=1.65604040739e-05
middle-aged|ADJ=0.000137114024022
magnificence|NOUN=8.28020203693e-06
blocked|VERB=8.91206024553e-05
blasphemed|VERB=1.11400753069e-05
vernacular|NOUN=8.28020203693e-06
grand-daughter|NOUN=1.65604040739e-05
Packards|NOUN=8.28020203693e-06
swerve|NOUN=8.28020203693e-06
machinelike|ADJ=2.74228048045e-05
hatchet-faced|ADJ=2.74228048045e-05
privileged|ADJ=8.22684144134e-05
Yank|NOUN=8.28020203693e-06
Devout|ADJ=2.74228048045e-05
West|ADJ=0.000438764876872
Speedy|ADJ=2.74228048045e-05
got|VERB=0.00366508477597
project|VERB=4.45603012276e-05
husky|ADJ=2.74228048045e-05
wickedly|ADV=7.22465050753e-05
compression|NOUN=1.65604040739e-05
pity|VERB=1.11400753069e-05
crudity|NOUN=8.28020203693e-06
loose|ADJ=0.000521033291285
admittedly|ADV=3.61232525377e-05
action|NOUN=0.000919102426099
decrease|VERB=5.57003765345e-05
judge-made|ADJ=2.74228048045e-05
horse's|NOUN=3.31208081477e-05
reaffirmed|VERB=2.22801506138e-05
disaster|NOUN=3.31208081477e-05
blighted|VERB=2.22801506138e-05
above-mentioned|ADJ=5.4845609609e-05
relative|NOUN=8.28020203693e-06
vitiated|VERB=1.11400753069e-05
bending|VERB=5.57003765345e-05
granted|VERB=0.000233941581445
less-dramatic|ADJ=2.74228048045e-05
general|ADJ=0.00381176986782
poll|NOUN=8.28020203693e-06
tenant|NOUN=2.48406061108e-05
marking|NOUN=8.28020203693e-06
ridding|VERB=1.11400753069e-05
Alicia|NOUN=3.31208081477e-05
three-part|ADJ=5.4845609609e-05
tranquillity|NOUN=8.28020203693e-06
information-cell|NOUN=8.28020203693e-06
unfortunately|ADV=0.000180616262688
Kupcinet|NOUN=8.28020203693e-06
agents|NOUN=0.000132483232591
outlook|NOUN=0.000115922828517
English|NOUN=0.000248406061108
bargains|NOUN=8.28020203693e-06
environmental|ADJ=0.000137114024022
blame|NOUN=4.14010101846e-05
pleaded|VERB=2.22801506138e-05
Pitt|NOUN=1.65604040739e-05
end|NOUN=0.00144075515443
Subsequent|ADJ=2.74228048045e-05
Poet|NOUN=0.000240125859071
muted|VERB=2.22801506138e-05
leap|VERB=4.45603012276e-05
mulling|NOUN=8.28020203693e-06
expert|NOUN=6.62416162954e-05
amusements|NOUN=8.28020203693e-06
dragger|NOUN=8.28020203693e-06
diving|NOUN=8.28020203693e-06
dwelling|NOUN=5.79614142585e-05
intimate|NOUN=8.28020203693e-06
gears|NOUN=1.65604040739e-05
Maguires|NOUN=8.28020203693e-06
saying|NOUN=8.28020203693e-06
fishers|NOUN=8.28020203693e-06
Help|VERB=5.57003765345e-05
universal|ADJ=0.000493610486481
Major|ADJ=5.4845609609e-05
Sylphide|NOUN=8.28020203693e-06
birthcontrol|NOUN=8.28020203693e-06
professors|NOUN=2.48406061108e-05
attempt|NOUN=0.000256686263145
shrouded|VERB=1.11400753069e-05
elongation|NOUN=2.48406061108e-05
4,900|NUM=0.00015006002401
grin|NOUN=5.79614142585e-05
smoothness|NOUN=3.31208081477e-05
check|NOUN=0.000190444646849
searchlights|NOUN=8.28020203693e-06
sacrament|NOUN=8.28020203693e-06
deformity|NOUN=8.28020203693e-06
wildly|ADV=0.000686341798216
S-11|ADJ=2.74228048045e-05
mystery-story|NOUN=8.28020203693e-06
rolled-up|ADJ=2.74228048045e-05
6.2|NUM=0.00015006002401
Keeeerist|PRT=6.40122903597e-05
dairy|NOUN=8.28020203693e-06
van|NOUN=8.28020203693e-06
clover|NOUN=0.000132483232591
blue-black|ADJ=5.4845609609e-05
trapper|NOUN=1.65604040739e-05
income|NOUN=0.00040572989981
suspects|VERB=1.11400753069e-05
Penny's|PRT=0.000128024580719
emphatically|ADV=3.61232525377e-05
cell-free|ADJ=0.000109691219218
limps|VERB=1.11400753069e-05
zenith|NOUN=8.28020203693e-06
shied|VERB=3.34202259207e-05
rationale|NOUN=1.65604040739e-05
solar-electromagnetic-|ADJ=2.74228048045e-05
normal|ADJ=0.00238578401799
Frayne|NOUN=2.48406061108e-05
Commission|NOUN=0.000356048687588
327|NUM=0.00015006002401
conditions|NOUN=0.000861141011841
blast|NOUN=2.48406061108e-05
Sforzt|NOUN=8.28020203693e-06
defines|VERB=3.34202259207e-05
Penny's|NOUN=8.28020203693e-06
Chicago|NOUN=8.28020203693e-05
outer|ADJ=0.000411342072067
cellars|NOUN=8.28020203693e-06
anti-Nazi|ADJ=2.74228048045e-05
practicability|NOUN=8.28020203693e-06
purposeless|ADJ=2.74228048045e-05
professedly|ADV=3.61232525377e-05
cafeteria|NOUN=2.48406061108e-05
Beat|VERB=1.11400753069e-05
raffish|ADJ=2.74228048045e-05
Gauntley|NOUN=8.28020203693e-06
Chromatography|NOUN=1.65604040739e-05
Bill's|NOUN=8.28020203693e-06
hall-mark|NOUN=8.28020203693e-06
subrogation|NOUN=8.28020203693e-06
suppers|NOUN=8.28020203693e-06
instituted|VERB=7.79805271484e-05
Riders|NOUN=3.31208081477e-05
jewel-bright|ADJ=2.74228048045e-05
These|DET=0.00273890190615
serenely|ADV=3.61232525377e-05
leafy|ADJ=2.74228048045e-05
bored|VERB=4.45603012276e-05
65-degrees|NOUN=1.65604040739e-05
separations|NOUN=8.28020203693e-06
iodotyrosines|NOUN=8.28020203693e-06
taunting|VERB=1.11400753069e-05
moraine's|NOUN=8.28020203693e-06
marching|VERB=6.68404518415e-05
Scene|NOUN=8.28020203693e-06
gloom|NOUN=7.45218183324e-05
Cal-Neva|NOUN=8.28020203693e-06
elongated|VERB=3.34202259207e-05
spat|NOUN=8.28020203693e-06
Are|VERB=0.000233941581445
Underneath|ADP=3.03669850139e-05
raw|ADJ=0.000466187681676
groupings|NOUN=2.48406061108e-05
seriousness|NOUN=2.48406061108e-05
amuse|VERB=1.11400753069e-05
episodes|NOUN=8.28020203693e-06
sky|NOUN=0.000306367475366
bibliographies|NOUN=1.65604040739e-05
incoherent|ADJ=5.4845609609e-05
prime|ADJ=0.000603301705698
resultants|NOUN=2.48406061108e-05
Winking|VERB=1.11400753069e-05
million|NUM=0.0132052821128
greenish|ADJ=2.74228048045e-05
graduation|NOUN=1.65604040739e-05
davits|NOUN=8.28020203693e-06
sitter|NOUN=2.48406061108e-05
50-percent|NOUN=8.28020203693e-06
inflicting|VERB=1.11400753069e-05
Ukrainian|ADJ=2.74228048045e-05
trips|NOUN=5.79614142585e-05
ABC|NOUN=8.28020203693e-06
tongue-tied|ADJ=2.74228048045e-05
blaze|VERB=1.11400753069e-05
tilts|VERB=1.11400753069e-05
corrosive|ADJ=5.4845609609e-05
truthfulness|NOUN=8.28020203693e-06
primarily|ADV=0.00101145107105
**yl|NOUN=4.96812122216e-05
confiscated|VERB=1.11400753069e-05
blows|NOUN=1.65604040739e-05
Corporation|NOUN=6.62416162954e-05
Commonwealth|NOUN=2.48406061108e-05
handyman-carpenter|NOUN=8.28020203693e-06
difficult|ADJ=0.00194701914112
unconditionally|ADV=3.61232525377e-05
paling|VERB=1.11400753069e-05
subject|VERB=1.11400753069e-05
dozing|VERB=3.34202259207e-05
farmhouses|NOUN=8.28020203693e-06
Rose's|NOUN=2.48406061108e-05
notably|ADV=7.22465050753e-05
subtype|NOUN=2.48406061108e-05
0.85|NUM=0.00015006002401
streaked|VERB=2.22801506138e-05
etymological|ADJ=2.74228048045e-05
hunched-up|ADJ=2.74228048045e-05
emerged|VERB=0.000133680903683
nervously|ADV=0.000108369757613
melting|VERB=0.000133680903683
discount|NOUN=4.96812122216e-05
Spec.|NOUN=8.28020203693e-06
stubbornness|NOUN=8.28020203693e-06
lately|ADV=0.000288986020301
infidelity|NOUN=8.28020203693e-06
exchange|NOUN=0.000314647677403
hexameter|NOUN=2.48406061108e-05
reductions|NOUN=2.48406061108e-05
aides|NOUN=8.28020203693e-06
snappy|ADJ=2.74228048045e-05
edge|VERB=1.11400753069e-05
Nuit|X=0.00338983050847
wolfishly|ADV=3.61232525377e-05
reform|NOUN=3.31208081477e-05
strand|NOUN=1.65604040739e-05
blended|VERB=1.11400753069e-05
disobeyed|VERB=2.22801506138e-05
derivation|NOUN=1.65604040739e-05
tarpaulin|NOUN=8.28020203693e-06
ropes|NOUN=2.48406061108e-05
undo|VERB=2.22801506138e-05
Marshes|NOUN=8.28020203693e-06
hope|NOUN=0.000289807071293
secular|ADJ=8.22684144134e-05
contention|NOUN=1.65604040739e-05
offended|VERB=1.11400753069e-05
deputies|NOUN=3.31208081477e-05
jeunes|X=0.00169491525424
Kohnstamm|NOUN=0.00010764262648
transom|NOUN=3.31208081477e-05
bragged|VERB=1.11400753069e-05
marriages|NOUN=0.00010764262648
Courses|NOUN=1.65604040739e-05
talked|VERB=0.000423322861663
significance|NOUN=0.000223565454997
Emergency|NOUN=2.48406061108e-05
phobic-like|ADJ=2.74228048045e-05
Naw|ADV=3.61232525377e-05
pillars|NOUN=2.48406061108e-05
Extrapolation|NOUN=8.28020203693e-06
labor-based|ADJ=2.74228048045e-05
holds|NOUN=8.28020203693e-06
one-tenth|NOUN=1.65604040739e-05
375-degrees-C|NOUN=2.48406061108e-05
pug-nosed|ADJ=2.74228048045e-05
continue|VERB=0.000412182786356
marksman|NOUN=5.79614142585e-05
lak|ADP=1.51834925069e-05
moodily|ADV=3.61232525377e-05
haphazard|ADJ=2.74228048045e-05
theology|NOUN=8.28020203693e-06
yet|CONJ=0.00101243039541
designed|VERB=0.000412182786356
phonographs|NOUN=8.28020203693e-06
self-proclaimed|ADJ=2.74228048045e-05
forcefulness|NOUN=8.28020203693e-06
fraction|NOUN=0.000124203030554
spying|VERB=2.22801506138e-05
spiralis|NOUN=8.28020203693e-06
stripes|NOUN=8.28020203693e-06
Communist|NOUN=8.28020203693e-06
strophe|NOUN=8.28020203693e-06
hotter|ADJ=0.000137114024022
stampede|NOUN=8.28020203693e-06
thereon|ADV=3.61232525377e-05
horoscope|NOUN=8.28020203693e-06
lays|NOUN=8.28020203693e-06
critters|NOUN=2.48406061108e-05
declarations|NOUN=8.28020203693e-06
directions|NOUN=9.93624244432e-05
according|ADV=0.000361232525377
disturbed|VERB=0.000133680903683
stranger|ADJ=5.4845609609e-05
exemption|NOUN=4.14010101846e-05
deceit|NOUN=8.28020203693e-06
awkward|ADJ=0.000219382438436
Industrial|ADJ=0.000521033291285
shaved|VERB=7.79805271484e-05
overthrown|VERB=2.22801506138e-05
gab|NOUN=8.28020203693e-06
taught|VERB=0.000178241204911
proverb|NOUN=1.65604040739e-05
guides|VERB=1.11400753069e-05
overload|NOUN=8.28020203693e-06
1940|NUM=0.000600240096038
debutante|NOUN=8.28020203693e-06
myriad|ADJ=5.4845609609e-05
zealously|ADV=3.61232525377e-05
Merchandise|NOUN=8.28020203693e-06
Byrnes|NOUN=1.65604040739e-05
Reservation|NOUN=8.28020203693e-06
silences|NOUN=8.28020203693e-06
existentialist|NOUN=8.28020203693e-06
Springing|VERB=1.11400753069e-05
physiological|ADJ=0.000466187681676
Gwen|NOUN=8.28020203693e-06
hand-filed|VERB=1.11400753069e-05
lard|NOUN=8.28020203693e-06
optics|NOUN=8.28020203693e-06
buddies|NOUN=3.31208081477e-05
reduces|VERB=4.45603012276e-05
converted|VERB=5.57003765345e-05
Onset|NOUN=0.000190444646849
struggle|NOUN=0.000132483232591
uh|PRT=0.000128024580719
melodic|ADJ=2.74228048045e-05
anxieties|NOUN=8.28020203693e-06
blocky|ADJ=2.74228048045e-05
microorganisms|NOUN=7.45218183324e-05
heights|NOUN=4.14010101846e-05
wander|VERB=2.22801506138e-05
cut-glass|NOUN=8.28020203693e-06
Anaconda|NOUN=8.28020203693e-06
merchant|NOUN=4.14010101846e-05
stiff|ADJ=0.000383919267263
Fear-maddened|ADJ=2.74228048045e-05
refuse-littered|ADJ=2.74228048045e-05
horrified|VERB=3.34202259207e-05
synagogues|NOUN=8.28020203693e-06
Prettyman|NOUN=1.65604040739e-05
contract|VERB=1.11400753069e-05
Toonker|NOUN=8.28020203693e-06
Check|VERB=3.34202259207e-05
billion|NUM=0.00360144057623
four-o'clock|NOUN=8.28020203693e-06
mother|NOUN=0.000794899395545
continent|NOUN=2.48406061108e-05
hug|VERB=1.11400753069e-05
overlooking|VERB=1.11400753069e-05
consumers|NOUN=3.31208081477e-05
gust|NOUN=8.28020203693e-06
phalanx|NOUN=2.48406061108e-05
volunteer|VERB=2.22801506138e-05
Staten|NOUN=1.65604040739e-05
hard|ADV=0.00148105335404
prototype|NOUN=1.65604040739e-05
beckons|VERB=1.11400753069e-05
Zingggg-O|PRT=6.40122903597e-05
theater|NOUN=4.14010101846e-05
peak|NOUN=7.45218183324e-05
ragged|ADJ=0.000219382438436
soirees|NOUN=8.28020203693e-06
enviously|ADV=3.61232525377e-05
Mateo|NOUN=8.28020203693e-06
halo|NOUN=1.65604040739e-05
fire|NOUN=0.000703817173139
Cynewulf|NOUN=2.48406061108e-05
murderer's|NOUN=8.28020203693e-06
fast-closing|ADJ=5.4845609609e-05
Nibelungenlied|NOUN=8.28020203693e-06
forth|ADV=0.00115594408121
paced|VERB=7.79805271484e-05
Caligula|NOUN=8.28020203693e-06
moody|ADJ=2.74228048045e-05
pot|NOUN=0.000173884242776
Ainus|NOUN=8.28020203693e-06
Ready|ADJ=2.74228048045e-05
wiser|ADJ=0.000137114024022
haircuts|NOUN=8.28020203693e-06
epiphysis|NOUN=4.14010101846e-05
Goddamn|PRT=6.40122903597e-05
Anatomically|ADV=3.61232525377e-05
Kleenex|NOUN=8.28020203693e-06
sprig|NOUN=8.28020203693e-06
transfered|VERB=1.11400753069e-05
alarms|NOUN=8.28020203693e-06
about|ADV=0.00946429216487
serving|VERB=0.00014482097899
denunciations|NOUN=1.65604040739e-05
admirer|NOUN=8.28020203693e-06
officer's|NOUN=9.10822224062e-05
disputed|VERB=1.11400753069e-05
1916|NUM=0.000300120048019
form-dictionary|NOUN=8.28020203693e-06
important-looking|ADJ=2.74228048045e-05
staggering|ADJ=2.74228048045e-05
configurations|NOUN=8.28020203693e-06
Tuxapoka|NOUN=4.14010101846e-05
sat|VERB=0.00138136933806
irons|NOUN=3.31208081477e-05
launch|VERB=3.34202259207e-05
Bee|NOUN=8.28020203693e-06
cobra|NOUN=2.48406061108e-05
about|PRT=0.000448086032518
Judith|NOUN=2.48406061108e-05
collarbone|NOUN=8.28020203693e-06
Sprague's|NOUN=8.28020203693e-06
sorry|ADJ=0.00101464377777
Dale|NOUN=3.31208081477e-05
bronc|NOUN=2.48406061108e-05
cooperates|VERB=1.11400753069e-05
orbital|ADJ=5.4845609609e-05
wax|NOUN=7.45218183324e-05
Resignedly|ADV=3.61232525377e-05
drummer|NOUN=8.28020203693e-06
avoided|VERB=0.000111400753069
second|ADJ=0.00394888389184
severalty|NOUN=8.28020203693e-06
assemblies|NOUN=8.28020203693e-06
Buddha|NOUN=4.14010101846e-05
Lousy|ADJ=2.74228048045e-05
benefits|NOUN=4.14010101846e-05
ceaseless|ADJ=8.22684144134e-05
organized|VERB=0.000233941581445
education|NOUN=0.000612734950733
celebrate|VERB=1.11400753069e-05
attested|VERB=1.11400753069e-05
alfresco|NOUN=8.28020203693e-06
long-stemmed|ADJ=2.74228048045e-05
clowning|NOUN=8.28020203693e-06
dawning|VERB=1.11400753069e-05
security|NOUN=0.00021528525296
disintegrate|VERB=1.11400753069e-05
loneliest|ADJ=2.74228048045e-05
basing|VERB=1.11400753069e-05
discorporate|VERB=1.11400753069e-05
teaching|NOUN=2.48406061108e-05
7.6%|NOUN=8.28020203693e-06
drought|NOUN=1.65604040739e-05
clannishness|NOUN=8.28020203693e-06
runs|NOUN=1.65604040739e-05
contradicts|VERB=1.11400753069e-05
coalescence|NOUN=8.28020203693e-06
non-color|NOUN=8.28020203693e-06
Dolphins|NOUN=1.65604040739e-05
ksu'u'peli'afo|X=0.00169491525424
undecorated|ADJ=2.74228048045e-05
lame|ADJ=2.74228048045e-05
sladang|NOUN=8.28020203693e-06
Alec's|NOUN=4.14010101846e-05
Figures|NOUN=9.93624244432e-05
Scandal|NOUN=1.65604040739e-05
Letting|VERB=1.11400753069e-05
oblique|ADJ=2.74228048045e-05
near-synonyms|NOUN=8.28020203693e-06
Gazing|VERB=1.11400753069e-05
inertia|NOUN=8.28020203693e-06
manmade|ADJ=2.74228048045e-05
Virgin|NOUN=0.000115922828517
robberies|NOUN=8.28020203693e-06
establishment|NOUN=0.000190444646849
regulator|NOUN=8.28020203693e-06
meandering|VERB=2.22801506138e-05
window|NOUN=0.000778338991471
Docherty|NOUN=7.45218183324e-05
weighty|ADJ=2.74228048045e-05
artisan|NOUN=8.28020203693e-06
megawatt|NOUN=1.65604040739e-05
colleague|NOUN=2.48406061108e-05
Hershey's|NOUN=8.28020203693e-06
baseless|ADJ=2.74228048045e-05
Platonic|ADJ=5.4845609609e-05
entry|NOUN=0.000132483232591
snows|NOUN=1.65604040739e-05
lemon|NOUN=6.62416162954e-05
boot|NOUN=4.14010101846e-05
frayed|VERB=3.34202259207e-05
incubating|VERB=1.11400753069e-05
eats|VERB=1.11400753069e-05
merely|ADV=0.00169779286927
majorities|NOUN=8.28020203693e-06
hearth|NOUN=3.31208081477e-05
Jessica|NOUN=0.000115922828517
later|ADJ=0.000658147315307
demon|NOUN=2.48406061108e-05
Spelling|NOUN=8.28020203693e-06
Looking|VERB=4.45603012276e-05
Amen|ADJ=0.000164536828827
alcoholism|NOUN=8.28020203693e-06
probate|NOUN=8.28020203693e-06
valleys|NOUN=8.28020203693e-06
Cavalry|NOUN=8.28020203693e-06
gilded|VERB=1.11400753069e-05
present|VERB=0.00014482097899
pig-infested|ADJ=2.74228048045e-05
fluoresces|VERB=1.11400753069e-05
50%|NOUN=9.10822224062e-05
oiled|VERB=2.22801506138e-05
inconsistent|ADJ=5.4845609609e-05
covering|VERB=0.000200521355524
salmon|NOUN=1.65604040739e-05
i.d.|NOUN=2.48406061108e-05
soaking|VERB=3.34202259207e-05
antique|ADJ=2.74228048045e-05
overcoat|NOUN=4.14010101846e-05
amusingly|ADV=3.61232525377e-05
bullhide|NOUN=8.28020203693e-06
Atonement|NOUN=8.28020203693e-06
bears|VERB=0.000100260677762
Tim|NOUN=0.000198724848886
cutlets|NOUN=8.28020203693e-06
impatiently|ADV=0.000288986020301
Gospelers|NOUN=8.28020203693e-06
survivors|NOUN=2.48406061108e-05
excretion|NOUN=8.28020203693e-06
Pt.|NOUN=8.28020203693e-06
knocking|NOUN=8.28020203693e-06
Republican|NOUN=4.96812122216e-05
curt|ADJ=2.74228048045e-05
led|VERB=0.000590423991266
